fips,total,commodity,conservation,disaster,insurance,Year
48311,478665,54323,0,0,424342,2017
48313,71409,0,0,3193,68216,2017
48315,40284,0,0,40284,0,2017
48317,15889484,2306124,2003746,318,11579296,2017
48319,849429,656562,49182,20726,122959,2017
48321,24216486,17499994,0,57715,6658777,2017
48323,1061795,187,54677,7251,999680,2017
48325,4216134,2276217,44549,20671,1874697,2017
48327,239132,47278,11493,78983,101378,2017
48329,1652569,3690,228331,734,1419814,2017
48331,5606556,2915562,1606,-5417,2694805,2017
48333,318807,117551,10117,31741,159398,2017
48335,6976498,1088734,1088055,0,4799709,2017
48337,1043867,976652,7839,4310,55066,2017
48339,31608,0,0,0,31608,2017
48341,16097381,10965589,675872,10308,4445612,2017
48343,212421,1092,0,211329,0,2017
48345,3163971,861385,958422,20926,1323238,2017
48347,35221,7964,0,0,27257,2017
48349,3919428,2113573,50138,40876,1714841,2017
48351,68748,54595,12824,1329,0,2017
48353,6069854,855011,413270,0,4801573,2017
48355,27017596,12971325,19437,1245,14025589,2017
48357,16378191,9949982,984509,140914,5302786,2017
48359,5643106,2839157,1013450,0,1790499,2017
48361,65784,65148,636,0,0,2017
48363,130640,19859,0,75450,35331,2017
48365,41123,1463,7283,0,32377,2017
48367,50208,1395,0,23849,24964,2017
48369,28813076,16703751,3141055,40214,8928056,2017
48371,3079178,35656,304985,109810,2628727,2017
48373,51323,2129,0,435,48759,2017
48375,1898691,804281,226819,4890,862701,2017
48377,1200512,0,56627,-39,1143924,2017
48379,87237,47839,0,0,39398,2017
48381,9825241,5637597,2096326,-1504,2092822,2017
48383,5022994,454034,45101,0,4523859,2017
48385,20002,0,2418,0,17584,2017
48387,5242089,1660741,271995,1644593,1664760,2017
48389,3005728,243068,219926,0,2542734,2017
48391,6421270,3439894,788,0,2980588,2017
48393,1546541,777320,178783,71468,518970,2017
48395,1933649,716636,0,8534,1208479,2017
48397,413100,158392,0,0,254708,2017
48399,12318757,5400141,503520,2309,6412787,2017
48401,12786,0,11138,0,1648,2017
48403,0,0,0,0,0,2017
48405,0,0,0,0,0,2017
48407,77732,0,0,15959,61773,2017
48409,20748122,10929378,2509,0,9816235,2017
48411,1052283,700904,7206,618,343555,2017
48413,1997450,322846,40855,-152,1633901,2017
48415,8808652,676727,885453,1322,7245150,2017
48417,1232041,741005,33421,1470,456145,2017
48419,37250,0,0,0,37250,2017
48421,21540451,14438926,2700696,-3,4400832,2017
48423,260471,2126,1179,145548,111618,2017
48425,-2687,0,0,-2687,0,2017
48427,5629656,1386058,867551,-3643,3379690,2017
48429,256660,170677,25943,2827,57213,2017
48431,401196,52036,0,5,349155,2017
48433,3209621,1108494,630266,2542,1468319,2017
48435,415451,19938,2591,-494,393416,2017
48437,28818182,11854430,4291327,43866,12628559,2017
48439,154080,108850,0,-2424,47654,2017
48441,4991465,2538203,203820,42377,2207065,2017
48443,1077480,0,9503,0,1067977,2017
48445,38322288,16524009,3985357,1438024,16374898,2017
48447,2861272,1807960,50936,22,1002354,2017
48449,412875,27498,0,385377,0,2017
48451,14691845,4804280,112552,-555,9775568,2017
48453,1895642,1223503,0,12264,659875,2017
48455,46800,0,0,0,46800,2017
48457,15043,0,35615,-47268,26696,2017
48459,267019,0,0,262391,4628,2017
48461,1557983,158802,6315,0,1392866,2017
48463,4473645,2289290,242920,31658,1909777,2017
48465,1373781,0,162338,2930,1208513,2017
48467,417208,81788,0,196322,139098,2017
48469,7663072,4843650,8551,201489,2609382,2017
48471,46533,0,0,-23326,69859,2017
48473,2996908,2506697,0,66756,423455,2017
48475,361687,0,14091,0,347596,2017
48477,746845,433611,5828,199024,108382,2017
48479,2208658,110272,34593,10337,2053456,2017
48481,42534210,32390849,728,6460,10136173,2017
48483,4823909,2312801,1044307,444147,1022654,2017
48485,6292627,4200518,3266,-30011,2118854,2017
48487,9401588,6434249,145122,121239,2700978,2017
48489,13503841,8553742,138931,2687,4808481,2017
48491,9829981,5263275,63196,0,4503510,2017
48493,2281138,1636056,0,23277,621805,2017
48495,357870,0,0,0,357870,2017
48497,749383,567875,0,89242,92266,2017
48499,42828,10494,0,12452,19882,2017
48501,23495670,12572494,2149021,-24809,8798964,2017
48503,3227824,2576654,1738,-23,649455,2017
48505,406049,0,0,9010,397039,2017
48507,1724736,602230,60632,33356,1028518,2017
48701,1112,1112,0,0,0,2017
48706,0,0,0,0,0,2017
48707,0,0,0,0,0,2017
48708,0,0,0,0,0,2017
48709,0,0,0,0,0,2017
48710,638,638,0,0,0,2017
48712,0,0,0,0,0,2017
48803,0,0,0,0,0,2017
48805,0,0,0,0,0,2017
48806,0,0,0,0,0,2017
48809,0,0,0,0,0,2017
48826,0,0,0,0,0,2017
48827,0,0,0,0,0,2017
48828,0,0,0,0,0,2017
48829,0,0,0,0,0,2017
48830,0,0,0,0,0,2017
48831,0,0,0,0,0,2017
48832,0,0,0,0,0,2017
48001,1166314,2599,0,937059,226656,2016
48003,5622136,1754563,1106818,108927,2651828,2016
48005,244956,4933,25723,214300,0,2016
48007,141641,22526,0,0,119115,2016
48009,3133820,1360813,432,412957,1359618,2016
48011,4771802,1706256,560739,527347,1977460,2016
48013,2263784,1961902,8251,-81120,374751,2016
48015,2514555,1921140,85748,6026,501641,2016
48017,21290398,9725624,5814411,-4712,5755075,2016
48019,214282,0,100325,68490,45467,2016
48021,2125007,231059,1923,1598632,293393,2016
48023,5615320,2826276,30427,597386,2161231,2016
48025,3537510,1092115,1157,6486,2437752,2016
48027,5154915,1725727,8022,239406,3181760,2016
48029,1101336,348421,13410,218252,521253,2016
48031,752456,9977,0,581955,160524,2016
48033,4412164,897966,121657,85156,3307385,2016
48035,847619,263108,7139,350890,226482,2016
48037,2942939,1012680,44191,901864,984204,2016
48039,10469180,8670955,0,19703,1778522,2016
48041,2710324,1229098,0,561068,920158,2016
48043,2485108,0,41945,483,2442680,2016
48045,9261287,3259046,1678801,755174,3568266,2016
48047,543918,21320,26071,99403,397124,2016
48049,953530,641723,7866,68056,235885,2016
48051,2283961,602649,0,678210,1003102,2016
48053,537311,23936,842,427870,84663,2016
48055,1776103,650613,3284,503625,618581,2016
48057,5069370,2831499,0,134098,2103773,2016
48059,922242,182036,20049,509213,210944,2016
48061,10821739,4491678,265395,35174,6029492,2016
48063,376820,0,0,260199,116621,2016
48065,13714462,8058449,1406676,372767,3876570,2016
48067,282400,0,0,270892,11508,2016
48069,28135328,19319679,3409120,13973,5392556,2016
48071,7660222,5905550,0,109248,1645424,2016
48073,1032043,15630,1473,919614,95326,2016
48075,7236038,3587129,993126,55721,2600062,2016
48077,2289633,1321601,37168,203749,727115,2016
48079,23677947,10981362,3567910,0,9128675,2016
48081,916304,89715,19110,384953,422526,2016
48083,3126317,1248611,102851,1127762,647093,2016
48085,5142564,1447862,893,393358,3300451,2016
48087,17453893,12068948,1348512,393611,3642822,2016
48089,12232773,10567527,3184,-26195,1688257,2016
48091,127829,2708,0,46096,79025,2016
48093,3090282,2250453,10666,260906,568257,2016
48095,6071742,2222516,247063,441115,3161048,2016
48097,3087552,1031418,0,1548613,507521,2016
48099,1804173,628967,280,322567,852359,2016
48101,4664423,1919424,957891,3875,1783233,2016
48103,459959,0,2236,0,457723,2016
48105,1509332,4810,29938,9704,1464880,2016
48107,22632864,13265720,1808287,92148,7466709,2016
48109,2446641,198834,5305,94122,2148380,2016
48111,20213289,9950578,3497323,487863,6277525,2016
48113,1026374,334711,0,237102,454561,2016
48115,48206716,24825483,3402225,6126,19972882,2016
48117,26451043,14268831,5042403,3651,7136158,2016
48119,2045492,433855,10131,48415,1553091,2016
48121,2432812,1235163,0,278768,918881,2016
48123,612004,50833,0,207029,354142,2016
48125,5115450,2080611,1859892,217886,957061,2016
48127,545309,9699,13161,94663,427786,2016
48129,4385365,2735606,558966,66672,1024121,2016
48131,1461034,284429,316978,69344,790283,2016
48133,2249982,1871187,24479,178965,175351,2016
48135,320944,1683,0,0,319261,2016
48137,1523386,9717,122941,1178245,212483,2016
48139,8456272,3869126,35062,1325342,3226742,2016
48141,1809002,504754,0,210904,1093344,2016
48143,898864,448139,0,354356,96369,2016
48145,7282106,1806118,14076,1518005,3943907,2016
48147,7864029,2276159,65313,1890731,3631826,2016
48149,1954315,214781,43017,1202027,494490,2016
48151,17559280,5710869,930004,527182,10391225,2016
48153,34046222,16803042,3889112,425155,12928913,2016
48155,4092275,1078535,215923,763716,2034101,2016
48157,9128107,6354905,0,4210,2768992,2016
48159,351275,15375,0,318456,17444,2016
48161,1456588,0,0,1218523,238065,2016
48163,4293465,2229151,109072,360378,1594864,2016
48165,63573919,37805637,5315683,0,20452599,2016
48167,1358084,1223927,0,3859,130298,2016
48169,5846990,2992952,633883,102408,2117747,2016
48171,2116155,201154,4894,1372023,538084,2016
48173,16930760,6190326,152418,97401,10490615,2016
48175,805984,111019,57165,196641,441159,2016
48177,1193894,132776,5467,457950,597701,2016
48179,6316192,3284585,698215,588757,1744635,2016
48181,5803618,1752764,38199,1222167,2790488,2016
48183,46174,0,0,46174,0,2016
48185,1083465,794,3096,879482,200093,2016
48187,2401010,946224,0,191631,1263155,2016
48189,39367900,22692743,3823022,43160,12808975,2016
48191,12986878,7844140,1733323,268964,3140451,2016
48193,1892586,464385,8710,1073692,345799,2016
48195,18231478,10922795,448923,980236,5879524,2016
48197,5581402,2817879,425285,238997,2099241,2016
48199,290363,232311,21648,0,36404,2016
48201,2057606,1684161,0,0,373445,2016
48203,324773,11772,0,313001,0,2016
48205,15724842,8623062,1227279,178805,5695696,2016
48207,17129707,8044513,725638,237076,8122480,2016
48209,717877,241508,707,108823,366839,2016
48211,1769846,314329,273588,797976,383953,2016
48213,1148221,22936,0,786029,339256,2016
48215,21526218,5168105,1027079,-82,15331116,2016
48217,12925225,5183375,182666,213689,7345495,2016
48219,36216528,19566601,4115036,0,12534891,2016
48221,92272,3541,0,77376,11355,2016
48223,846257,250885,33862,357680,203830,2016
48225,2614268,114898,25247,2228946,245177,2016
48227,18418538,7135150,1320219,-852,9964021,2016
48229,2217237,210127,0,114258,1892852,2016
48231,3685033,1060021,16871,815750,1792391,2016
48233,2444094,585279,7023,340623,1511169,2016
48235,409939,2818,25202,44755,337164,2016
48237,302278,65215,3249,45990,187824,2016
48239,15342719,9923963,4726,-2452,5416482,2016
48241,21285,0,3160,-42670,60795,2016
48243,1245019,0,6644,0,1238375,2016
48245,8054636,7349401,7890,16927,680418,2016
48247,609662,5463,125127,0,479072,2016
48249,5179336,2003049,214746,179439,2782102,2016
48251,1926946,527775,0,388080,1011091,2016
48253,13946886,5970077,759101,646560,6571148,2016
48255,1177583,135390,2444,311139,728610,2016
48257,2081957,194123,10213,1272616,605005,2016
48259,337104,24949,294,231376,80485,2016
48261,646199,0,0,0,646199,2016
48263,2059216,382897,679115,313106,684098,2016
48265,535461,8429,28125,351110,147797,2016
48267,1070713,2124,118839,835625,114125,2016
48269,2519035,348197,232775,251439,1686624,2016
48271,2111935,60043,160468,1016075,875349,2016
48273,5849254,1505265,32302,3449,4308238,2016
48275,8472608,4000063,189008,435742,3847795,2016
48277,8307437,2740318,187837,2783884,2595398,2016
48279,36013103,20255430,6100814,-6200,9663059,2016
48281,596624,91804,2233,384225,118362,2016
48283,956099,307750,48834,-20157,619672,2016
48285,1289074,984467,733,30358,273516,2016
48287,1726139,192497,0,1410106,123536,2016
48289,1340556,6196,0,1094481,239879,2016
48291,6946824,5528990,0,10135,1407699,2016
48293,3057086,577136,36618,1622132,821200,2016
48295,2928462,988573,1013803,393766,532320,2016
48297,1762755,274662,47197,-4812,1445708,2016
48299,1137886,51051,5844,920708,160283,2016
48301,126877,0,0,0,126877,2016
48303,37691125,23138517,1511545,9584,13031479,2016
48305,35389824,17693508,1626648,-1178,16070846,2016
48307,3366927,1081586,47985,621294,1616062,2016
48309,7356463,2469200,10687,600309,4276267,2016
48311,644212,32355,0,0,611857,2016
48313,1136879,798,0,1056401,79680,2016
48315,76885,54809,0,22076,0,2016
48317,22903303,9931362,2249406,812,10721723,2016
48319,2343757,889243,82022,1197423,175069,2016
48321,19030461,13363278,0,12558,5654625,2016
48323,1489341,0,45874,432379,1011088,2016
48325,4136959,2308117,51079,120812,1656951,2016
48327,395316,23432,22462,210058,139364,2016
48329,1895746,159789,279406,-734,1457285,2016
48331,6597947,1705641,1606,2182470,2708230,2016
48333,903372,50423,19835,608628,224486,2016
48335,8954561,3174838,1209078,374816,4195829,2016
48337,845937,347972,7839,406043,84083,2016
48339,36095,3614,0,0,32481,2016
48341,14477163,9264485,1124523,30414,4057741,2016
48343,303831,782,0,303049,0,2016
48345,3850148,1691966,1012208,122438,1023536,2016
48347,916319,2470,0,904648,9201,2016
48349,3868559,1878110,63038,313136,1614275,2016
48351,12824,0,12824,0,0,2016
48353,9245648,3891085,478396,478374,4397793,2016
48355,21406389,9291477,20252,0,12094660,2016
48357,12906863,6500039,1257242,287098,4862484,2016
48359,4507068,1508754,911044,418869,1668401,2016
48361,43214,42578,636,0,0,2016
48363,268521,11787,0,174507,82227,2016
48365,399736,1546,7283,319878,71029,2016
48367,135015,5121,0,106909,22985,2016
48369,26980239,17036045,3220220,116263,6607711,2016
48371,4048487,662062,348749,28552,3009124,2016
48373,81737,0,0,27045,54692,2016
48375,1673839,402279,176088,388098,707374,2016
48377,1787637,0,91910,0,1695727,2016
48379,75322,21409,0,53913,0,2016
48381,7642171,3004054,2061222,296452,2280443,2016
48383,5579263,1649680,24709,1989,3902885,2016
48385,127289,0,2418,86101,38770,2016
48387,4425734,901086,259436,1394650,1870562,2016
48389,2684519,539403,480053,4785,1660278,2016
48391,6017657,2829673,788,402837,2784359,2016
48393,1565130,486585,219853,412888,445804,2016
48395,4253344,1262850,0,1925926,1064568,2016
48397,459805,58436,0,71602,329767,2016
48399,11426198,4904369,492314,567611,5461904,2016
48401,466643,1438,11138,454067,0,2016
48403,0,0,0,0,0,2016
48405,264661,0,0,264661,0,2016
48407,148152,0,0,60441,87711,2016
48409,19236357,9751576,2509,0,9482272,2016
48411,2645389,276744,7206,1919932,441507,2016
48413,3433677,882738,40854,842913,1667172,2016
48415,13182506,4089086,995860,502288,7595272,2016
48417,1528071,471577,27166,550048,479280,2016
48419,786641,0,0,757645,28996,2016
48421,18407945,11527269,2941837,80685,3858154,2016
48423,398143,1280,1179,301965,93719,2016
48425,3177,1256,0,1921,0,2016
48427,4825237,750052,1063230,11663,3000292,2016
48429,448302,120402,30131,225129,72640,2016
48431,682476,32358,0,230190,419928,2016
48433,3008668,790274,627777,29046,1561571,2016
48435,1069481,8458,5330,673740,381953,2016
48437,26412081,11812911,4251958,91676,10255536,2016
48439,253409,78326,0,91343,83740,2016
48441,4326857,1929052,240669,179540,1977596,2016
48443,1122505,0,9503,-8966,1121968,2016
48445,44501168,25902518,3669423,1492921,13436306,2016
48447,3159072,1071802,54050,605600,1427620,2016
48449,510525,9863,0,500662,0,2016
48451,17172862,7666323,116443,452361,8937735,2016
48453,1794323,798520,0,261956,733847,2016
48455,321107,0,0,213091,108016,2016
48457,116999,0,40414,1311,75274,2016
48459,377046,0,0,371741,5305,2016
48461,2318094,1010057,6315,0,1301722,2016
48463,5598120,1516038,260489,1896662,1924931,2016
48465,2888648,0,178959,1276266,1433423,2016
48467,812709,3712,0,533772,275225,2016
48469,6127409,3415718,8550,281920,2421221,2016
48471,204140,4275,0,126368,73497,2016
48473,2866190,2377598,0,152107,336485,2016
48475,601391,34929,14091,0,552371,2016
48477,226821,129360,6458,139,90864,2016
48479,2796842,55783,34593,4982,2701484,2016
48481,35366124,26109832,728,743,9254821,2016
48483,6575310,2642817,1089951,2225480,617062,2016
48485,4498378,2121933,3266,157775,2215404,2016
48487,8579091,4536033,180551,143453,3719054,2016
48489,10244574,5896433,326644,17,4021480,2016
48491,10256420,3791176,29645,922416,5513183,2016
48493,2414023,1402966,0,296232,714825,2016
48495,565977,0,0,0,565977,2016
48497,756932,287626,4050,283437,181819,2016
48499,140051,5125,0,118699,16227,2016
48501,25273426,16015180,2246064,602319,6409863,2016
48503,2283391,1116029,1738,206052,959572,2016
48505,422992,0,0,3259,419733,2016
48507,1537256,364351,60636,176216,936053,2016
48701,8502780,8502780,0,0,0,2016
48706,0,0,0,0,0,2016
48707,0,0,0,0,0,2016
48708,0,0,0,0,0,2016
48709,1695247,1695247,0,0,0,2016
48710,5106262,5106262,0,0,0,2016
48712,291204,291204,0,0,0,2016
48803,0,0,0,0,0,2016
48805,0,0,0,0,0,2016
48806,0,0,0,0,0,2016
48809,0,0,0,0,0,2016
48826,0,0,0,0,0,2016
48827,0,0,0,0,0,2016
48828,0,0,0,0,0,2016
48829,0,0,0,0,0,2016
48830,0,0,0,0,0,2016
48831,0,0,0,0,0,2016
48832,0,0,0,0,0,2016
48001,2462194,9649,0,2222575,229970,2015
48003,3581698,881448,627766,53718,2018766,2015
48005,410769,327,25723,384719,0,2015
48007,106888,2485,0,5284,99119,2015
48009,5182906,25644,2898,3706261,1448103,2015
48011,4079388,68188,583763,1426442,2000995,2015
48013,4375792,1818039,26542,2049972,481239,2015
48015,5293122,1309339,85748,3284426,613609,2015
48017,16340116,3970449,6169754,123991,6075922,2015
48019,1108626,197,98977,976358,33094,2015
48021,3044467,19034,1923,2605456,418054,2015
48023,5502093,151336,31163,3030935,2288659,2015
48025,4877583,178744,1157,2105624,2592058,2015
48027,4450426,160651,10331,987164,3292280,2015
48029,2191863,34935,22922,1599652,534354,2015
48031,2551778,4500,0,2464287,82991,2015
48033,4695995,301080,119698,409364,3865853,2015
48035,3888246,17944,7139,3650652,212511,2015
48037,3538985,190743,49578,2293955,1004709,2015
48039,8682233,5373808,0,1468312,1840113,2015
48041,4008963,867936,0,2285593,855434,2015
48043,1825536,0,41942,412585,1371009,2015
48045,9493246,1090665,1693854,2865974,3842753,2015
48047,713141,0,26071,390399,296671,2015
48049,3170893,262136,8547,2676881,223329,2015
48051,5917936,990309,0,3885950,1041677,2015
48053,1680469,0,842,1613733,65894,2015
48055,2302973,176289,1414,1550012,575258,2015
48057,4214577,1447194,0,665008,2102375,2015
48059,5643904,321346,22673,4911786,388099,2015
48061,7853219,2085619,273195,-20348,5514753,2015
48063,533724,0,0,421128,112596,2015
48065,9348050,1903044,1593607,1807455,4043944,2015
48067,809968,0,0,792302,17666,2015
48069,22489423,12319617,3662265,331056,6176485,2015
48071,5673382,4237610,0,158592,1277180,2015
48073,1792751,13527,1473,1619614,158137,2015
